ref_id	class	decided_by	rationale	raster_readable
img-05964	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05965	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05966	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05967	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05968	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05969	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05970	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05971	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05972	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05973	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05974	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05975	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05976	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05977	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05978	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05979	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05980	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05981	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05982	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05983	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05984	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05985	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05986	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05987	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05988	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05989	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05990	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05991	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05992	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05993	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05994	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05995	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05996	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05997	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05998	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05999	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-06000	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06001	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06002	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06003	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06004	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06005	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06006	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06007	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06008	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06009	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-06010	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-06011	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-06012	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-06013	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06014	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06015	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06016	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06017	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-06018	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-06019	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06020	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06021	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06022	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06023	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06024	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06025	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06026	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06027	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06028	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-06029	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-06030	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-06031	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06032	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06033	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06034	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06035	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06036	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06037	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06038	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-06039	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06040	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06041	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06042	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06043	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06044	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06045	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-06046	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06047	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06048	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-06049	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-06050	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06051	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06052	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06053	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06054	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06055	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06056	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06057	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06058	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-06059	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06060	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06061	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06062	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06063	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06064	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06065	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06066	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06067	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06068	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06069	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06070	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06071	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06072	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06073	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06074	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06075	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
img-06076	A	rule-syntax-textblock	syntax diagram redundant with the adjacent text Syntax block	yes
